Feature1,Feature2,Target,Category_A,Category_B,Category_C,Category_D
1.6964036379878893,-0.5136271227447884,0.9516619028617728,True,False,False,False
0.3368104242400361,0.8884361042072014,0.9516619028617728,False,True,False,False
0.9135662719681935,1.441882114846145,-1.0507933510765408,False,False,True,False
2.171740465740644,-0.5505235234540512,0.9516619028617728,False,False,False,True
1.7995828102976048,-1.2146587362207832,-1.0507933510765408,True,False,False,False
-1.0362800331752096,0.9253325049164643,0.9516619028617728,False,True,False,False
0.8850070702925293,0.371886494277521,0.9516619028617728,False,False,True,False
-0.21296443565201478,-0.8087983284188914,-1.0507933510765408,False,False,False,True
-0.16497791453342664,1.2205037105905674,-1.0507933510765408,True,False,False,False
0.34721878445096793,-0.18155951636142234,0.9516619028617728,False,True,False,False
0.08150460673661218,-1.0301767326744689,0.9516619028617728,False,False,True,False
1.3876018865464614,-0.21845591707068523,-1.0507933510765408,False,False,False,True
0.6965526713242348,0.29809369285899523,0.9516619028617728,True,False,False,False
0.05920660574693642,1.2205037105905674,0.9516619028617728,False,True,False,False
0.3803785934535778,-1.288451537639309,0.9516619028617728,False,False,True,False
0.2705372399339057,-0.292248718489211,0.9516619028617728,False,False,False,True
1.4272819001894637,1.7370533205202479,0.9516619028617728,True,False,False,False
-0.2665957947575229,-1.6574155447319379,0.9516619028617728,False,True,False,False
0.24999561050847868,1.8108461219387737,-1.0507933510765408,False,False,True,False
-0.9134864270077098,-0.07087031423363367,-1.0507933510765408,False,False,False,True
-2.607021944256896,1.5525713169739335,0.9516619028617728,True,False,False,False
0.5894723571933517,-0.8087983284188914,-1.0507933510765408,False,True,False,False
0.7996250111954244,0.7777469020794128,0.9516619028617728,False,False,True,False
-0.8019087538973835,1.3311929127183562,-1.0507933510765408,False,False,False,True
2.2005108573906798,-1.5836227433134122,-1.0507933510765408,True,False,False,False
-1.5118630235271149,1.1098145084627788,0.9516619028617728,False,True,False,False
-0.016470441752249577,-0.4029379206169997,0.9516619028617728,False,False,True,False
-0.24867807493563732,1.4787785155554076,0.9516619028617728,False,False,False,True
1.4658599755100723,0.5563684978238355,0.9516619028617728,True,False,False,False
1.4026395683679915,0.8515397034979386,0.9516619028617728,False,True,False,False
0.09237406892779833,1.5156749162646705,-1.0507933510765408,False,False,True,False
0.3148851099258665,-0.10776671494289655,0.9516619028617728,False,False,False,True
-0.9470701721444298,-0.5136271227447884,0.9516619028617728,True,False,False,False
-2.036633377778751,-1.288451537639309,0.9516619028617728,False,True,False,False
-0.40889941377727934,1.404985714136882,-1.0507933510765408,False,False,True,False
0.09377119166288643,-1.325347938348572,-1.0507933510765408,False,False,False,True
1.1643255347579498,0.29809369285899523,0.9516619028617728,True,False,False,False
1.1365027376425185,-0.3291451191984739,0.9516619028617728,False,True,False,False
-0.44818976225701546,-0.6612127255818399,-1.0507933510765408,False,False,True,False
-0.36343387371103375,-1.620519144022675,0.9516619028617728,False,False,False,True
-1.107330306369262,-0.6981091262911028,0.9516619028617728,True,False,False,False
-1.4776236238723148,1.368089313427619,0.9516619028617728,False,True,False,False
-1.7629729960315093,1.5894677176831964,-1.0507933510765408,False,False,True,False
1.8825377355670116,-0.8456947291281544,-1.0507933510765408,False,False,False,True
-0.5701292945905128,0.26119729214973236,-1.0507933510765408,True,False,False,False
-0.49877718150603517,0.18740449073120657,0.9516619028617728,False,True,False,False
-1.3109284910998085,0.0029224871848921126,-1.0507933510765408,False,False,True,False
